Product_Collection,Vertical_Segment,Launch_Year,Lithography,Recommended_Customer_Price,nb_of_Cores,nb_of_Threads,Processor_Base_Frequency,Cache,Instruction_Set,TDP,Max_Memory_Size,Max_nb_of_Memory_Channels,Max_Memory_Bandwidth
Legacy Intel® Core™ Processors,Desktop,2010.25,45,310.6126932084309,4,8,2.66,8,64-bit,82,16,2,21
Legacy Intel® Core™ Processors,Desktop,2010.25,45,353,4,8,2.93,8,64-bit,95,16,2,21
Legacy Intel® Core™ Processors,Desktop,2010.25,45,310.6126932084309,4,8,3.06,8,64-bit,95,16,2,21
Legacy Intel® Core™ Processors,Desktop,2010.25,32,305,2,4,3.6,4,64-bit,73,16.6,2,21
Legacy Intel® Celeron® Processor,Mobile,2010.25,32,310.6126932084309,2,2,1.06,2,64-bit,18,8,2,12.8
Legacy Intel® Pentium® Processor,Mobile,2010,45,310.6126932084309,2,8.731416549789621,2.3,1,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2010,45,75,2,8.731416549789621,3.06,2,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2010,32,77,2,2,2.8,3,64-bit,73,16.38,2,17
Intel® Itanium® Processor 9300 Series,Server,2010,65,946,2,4,1.6,10,Itanium 64-bit,130,122.35792439372325,2.6157112526539277,35.07890148212729
Intel® Itanium® Processor 9300 Series,Server,2010,65,1,4,8,1.33,16,Itanium 64-bit,155,122.35792439372325,2.6157112526539277,35.07890148212729
Intel® Itanium® Processor 9300 Series,Server,2010,65,2,4,8,1.46,20,Itanium 64-bit,155,122.35792439372325,2.6157112526539277,35.07890148212729
Intel® Itanium® Processor 9300 Series,Server,2010,65,2,4,8,1.6,20,Itanium 64-bit,185,122.35792439372325,2.6157112526539277,35.07890148212729
Intel® Itanium® Processor 9300 Series,Server,2010,65,3,4,8,1.73,24,Itanium 64-bit,185,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel Atom® Processors,Mobile,2010,45,64,1,2,1.66,512,64-bit,5.5,2,1,35.07890148212729
Legacy Intel Atom® Processors,Desktop,2010,45,43,1,2,1.66,512,64-bit,10,4,1,6.4
Legacy Intel Atom® Processors,Desktop,2010,45,63,2,4,1.66,1,64-bit,13,4,1,6.4
Legacy Intel Atom® Processors,Mobile,2010,45,310.6126932084309,1,2,1.83,512,64-bit,6.5,2,1,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2010,32,369,4,8,2.4,12,64-bit,80,288,3,25.6
Legacy Intel® Xeon® Processors,Server,2010,32,551,4,8,2.53,12,64-bit,80,288,3,25.6
Legacy Intel® Xeon® Processors,Server,2010,32,774,4,8,2.66,12,64-bit,80,288,3,25.6
Legacy Intel® Xeon® Processors,Server,2010,32,525,6,12,2.4,12,64-bit,80,288,3,32
Legacy Intel® Xeon® Processors,Server,2010,32,440,4,4,1.86,12,64-bit,40,288,3,25.6
Legacy Intel® Xeon® Processors,Server,2010,32,437,4,8,1.87,12,NA,40,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2010,32,551,4,8,2.13,12,64-bit,40,288,3,25.6
Legacy Intel® Xeon® Processors,Server,2010,45,310.6126932084309,2,2,2,4,64-bit,80,144,3,19.2
Legacy Intel® Xeon® Processors,Server,2010,32,525,6,12,2,12,NA,60,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2010,32,996,6,12,2.26,12,64-bit,60,288,3,32
Legacy Intel® Xeon® Processors,Server,2010,45,310.6126932084309,4,4,2.26,4,64-bit,80,144,3,19.2
Legacy Intel® Xeon® Processors,Server,2010,32,996,6,12,2.66,12,64-bit,95,288,3,32
Legacy Intel® Xeon® Processors,Server,2010,32,1219,6,12,2.8,12,64-bit,95,288,3,32
Legacy Intel® Xeon® Processors,Server,2010,32,1,4,8,3.06,12,64-bit,95,288,3,32
Legacy Intel® Xeon® Processors,Server,2010,32,1440,6,12,2.93,12,64-bit,95,288,3,32
Legacy Intel® Xeon® Processors,Server,2010,45,310.6126932084309,4,8,1.87,18,NA,95,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2010,32,201,2,4,2.26,4,64-bit,30,16.38,2,17
Legacy Intel® Xeon® Processors,Server,2010,45,310.6126932084309,6,12,1.87,12,NA,105,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2010,32,1,4,8,3.46,12,64-bit,130,288,3,32
Legacy Intel® Xeon® Processors,Server,2010,45,310.6126932084309,6,12,2,18,NA,105,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2010,45,305,4,8,2.8,8,64-bit,130,24,3,25.6
Legacy Intel® Xeon® Processors,Embedded,2010,45,286,4,4,2,8,64-bit,85,122.35792439372325,3,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2010,45,310.6126932084309,6,12,1.87,18,NA,95,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2010,32,594,6,12,3.33,12,64-bit,130,24,3,32
Legacy Intel® Xeon® Processors,Server,2010,32,1663,6,12,3.33,12,64-bit,130,288,3,32
Legacy Intel® Xeon® Processors,Embedded,2010,45,326,4,4,2.13,8,64-bit,65,122.35792439372325,3,35.07890148212729
Legacy Intel® Xeon® Processors,Embedded,2010,45,417,2,2,2.27,4,64-bit,65,122.35792439372325,3,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2010,45,310.6126932084309,8,16,1.87,24,NA,95,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Embedded,2010,45,221,1,1,1.73,2,64-bit,23,122.35792439372325,2,35.07890148212729
Legacy Intel® Xeon® Processors,Embedded,2010,45,503,4,8,2.53,8,64-bit,85,122.35792439372325,3,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2010,45,310.6126932084309,6,6,2.67,18,NA,130,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2010,34.664870689655174,310.6126932084309,4,8,1.73,12,NA,105,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Embedded,2010,45,326,2,4,1.73,4,64-bit,35,122.35792439372325,2,35.07890148212729
Legacy Intel® Xeon® Processors,Embedded,2010,45,493,4,8,1.73,8,64-bit,48,122.35792439372325,3,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2010,45,310.6126932084309,8,16,2,18,NA,130,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2010,45,310.6126932084309,6,12,2,18,NA,105,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Embedded,2010,45,493,4,8,2.13,8,64-bit,60,122.35792439372325,3,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2010,45,310.6126932084309,8,16,2.27,24,NA,130,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2010,45,310.6126932084309,8,16,2,18,NA,130,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2010,32,138,2,4,2.13,3,64-bit,35,8.79,2,17.1
Legacy Intel® Core™ Processors,Mobile,2010,32,177,2,4,2.13,3,64-bit,35,8,2,17.1
Legacy Intel® Core™ Processors,Mobile,2010,32,310.6126932084309,2,4,2.26,3,64-bit,35,8,2,17.1
Legacy Intel® Core™ Processors,Desktop,2010,32,117,2,4,2.93,4,64-bit,73,16.38,2,21
Legacy Intel® Core™ Processors,Desktop,2010,32,109,2,4,3.06,4,64-bit,73,16.38,2,21
Legacy Intel® Core™ Processors,Mobile,2010,32,310.6126932084309,2,4,2.26,3,64-bit,35,8,2,17.1
Legacy Intel® Core™ Processors,Embedded,2010,32,210,2,4,2.4,3,64-bit,35,8.79,2,17.1
Legacy Intel® Core™ Processors,Mobile,2010,32,210,2,4,2.4,3,64-bit,35,8.3,2,17.1
Legacy Intel® Core™ Processors,Mobile,2010,32,310.6126932084309,2,4,1.07,3,64-bit,18,8,2,12.8
Legacy Intel® Core™ Processors,Mobile,2010,32,269,2,4,2.53,3,64-bit,35,8,2,17.1
Legacy Intel® Core™ Processors,Desktop,2010,32,177,2,4,3.2,4,64-bit,73,16.38,2,21
Legacy Intel® Core™ Processors,Desktop,2010,32,177,2,4,3.33,4,64-bit,73,16.38,2,21
Legacy Intel® Core™ Processors,Desktop,2010,32,177,2,4,3.33,4,64-bit,87,16.38,2,21
Legacy Intel® Core™ Processors,Desktop,2010,32,305,2,4,3.46,4,64-bit,73,16.6,2,21
Legacy Intel® Core™ Processors,Desktop,2010,45,279,4,4,2.4,8,64-bit,82,16,2,21
Legacy Intel® Core™ Processors,Embedded,2010,32,247,2,4,2,4,64-bit,25,8.79,2,17.1
Legacy Intel® Core™ Processors,Mobile,2010,32,310.6126932084309,2,4,2,4,64-bit,25,8,2,17.1
Legacy Intel® Core™ Processors,Mobile,2010,32,250,2,4,2.66,4,64-bit,35,8,2,17.1
Legacy Intel® Core™ Processors,Embedded,2010,32,248,2,4,1.06,4,64-bit,18,8.79,2,12.8
Legacy Intel® Core™ Processors,Mobile,2010,32,310.6126932084309,2,4,1.06,4,64-bit,18,8,2,12.8
Legacy Intel® Core™ Processors,Mobile,2010,32,310.6126932084309,2,4,2.13,4,64-bit,25,8,2,17.1
Legacy Intel® Core™ Processors,Mobile,2010,32,310.6126932084309,2,4,1.2,4,64-bit,18,8,2,12.8
Legacy Intel® Core™ Processors,Mobile,2010,32,248,2,4,1.33,4,64-bit,18,8.79,2,12.8
Legacy Intel® Core™ Processors,Desktop,2010,45,362,4,8,2.53,8,64-bit,82,16,2,21
Legacy Intel® Core™ Processors,Desktop,2010,45,305,4,8,2.8,8,64-bit,130,24,3,25.6
Legacy Intel® Core™ Processors,Mobile,2010,32,232,2,4,2.53,4,64-bit,35,8.79,2,17.1
Legacy Intel® Core™ Processors,Desktop,2010,32,1,6,12,3.33,12,64-bit,130,24,3,25.6
Legacy Intel® Celeron® Processor,Desktop,2010,45,42,2,8.731416549789621,2.6,1,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2010,45,310.6126932084309,2,8.731416549789621,2,1,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2010,32,105,2,2,1.06,2,64-bit,18,8,2,17.1
Legacy Intel® Celeron® Processor,Mobile,2010,32,68,2,2,1.86,2,64-bit,35,8,2,17.1
Legacy Intel® Celeron® Processor,Embedded,2010,45,153,1,2,1.33,2,64-bit,30,122.35792439372325,2,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2010,32,68,2,2,1.86,2,64-bit,35,8,2,17.1
Legacy Intel® Pentium® Processor,Mobile,2009.75,45,310.6126932084309,2,8.731416549789621,2.2,1,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2009.75,45,305,4,8,3.2,8,64-bit,130,24,3,25.6
Legacy Intel® Core™ Processors,Desktop,2009.75,45,305,4,8,3.2,8,64-bit,130,24,3,25.6
Legacy Intel® Pentium® Processor,Desktop,2009.5,45,310.6126932084309,2,8.731416549789621,2.93,2,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2009.5,45,305,4,8,1.86,8,64-bit,45,32,2,21
Legacy Intel® Xeon® Processors,Server,2009.5,45,203,4,4,2.4,8,64-bit,95,32,2,21
Legacy Intel® Xeon® Processors,Server,2009.5,45,310.6126932084309,4,8,2.4,8,64-bit,60,144,3,25.6
Legacy Intel® Xeon® Processors,Server,2009.5,45,230,4,8,2.53,8,64-bit,95,32,2,21
Legacy Intel® Xeon® Processors,Server,2009.5,45,237,4,8,2.66,8,64-bit,95,32,2,21
Legacy Intel® Xeon® Processors,Server,2009.5,45,310.6126932084309,4,8,3.33,8,64-bit,130,144,3,32
Legacy Intel® Xeon® Processors,Server,2009.5,45,305,4,8,3.06,8,64-bit,130,24,3,25.6
Legacy Intel® Xeon® Processors,Server,2009.5,45,328,4,8,2.8,8,64-bit,95,32,2,21
Legacy Intel® Xeon® Processors,Server,2009.5,45,339,4,8,2.93,8,64-bit,95,32,2,21
Legacy Intel® Xeon® Processors,Server,2009.5,45,1,4,8,3.33,8,64-bit,130,24,3,32
Legacy Intel® Core™ Processors,Mobile,2009.5,45,310.6126932084309,2,8.731416549789621,2.2,2,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2009.5,45,310.6126932084309,2,8.731416549789621,2.26,3,64-bit,25,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2009.5,45,310.6126932084309,2,8.731416549789621,2.26,3,64-bit,25,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2009.5,45,234,4,8.731416549789621,2.83,6,64-bit,95,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2009.5,45,310.6126932084309,4,8.731416549789621,2.83,6,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2009.5,45,193,4,4,2.66,8,64-bit,95,16,2,21
Legacy Intel® Core™ Processors,Desktop,2009.5,45,305,4,8,2.93,8,64-bit,95,16,2,21
Legacy Intel® Core™ Processors,Mobile,2009.5,45,380,4,8,1.6,6,64-bit,45,8,2,21
Legacy Intel® Core™ Processors,Mobile,2009.5,45,310.6126932084309,4,8,1.73,8,64-bit,45,8,2,21
Legacy Intel® Core™ Processors,Desktop,2009.5,45,257,4,8,2.8,8,64-bit,95,16,2,21
Legacy Intel® Core™ Processors,Mobile,2009.5,45,310.6126932084309,4,8,2,8,64-bit,55,8,2,21
Legacy Intel® Celeron® Processor,Desktop,2009.5,45,47,2,8.731416549789621,2.5,1,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2009.5,45,310.6126932084309,1,8.731416549789621,1.3,1,64-bit,10,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2009.5,45,47,2,8.731416549789621,2.4,1,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2009.5,45,310.6126932084309,2,8.731416549789621,1.2,1,NA,10,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2009.25,45,77,2,8.731416549789621,2.8,2,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel Atom® Processors,Mobile,2009.25,45,310.6126932084309,1,8.731416549789621,1.2,512,32-bit,1.4,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel Atom® Processors,Mobile,2009.25,45,310.6126932084309,1,8.731416549789621,2,512,32-bit,2.4,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2009.25,45,310.6126932084309,1,8.731416549789621,1.3,3,64-bit,5.5,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2009.25,45,310.6126932084309,1,8.731416549789621,1.4,3,64-bit,5.5,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2009.25,45,310.6126932084309,2,8.731416549789621,2.1,2,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2009.25,45,310.6126932084309,2,8.731416549789621,3.06,6,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2009.25,45,253,2,8.731416549789621,2.66,3,64-bit,25,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2009.25,45,310.6126932084309,2,8.731416549789621,2.8,6,64-bit,28,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2009.25,45,147,2,8.731416549789621,3.06,3,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2009.25,45,179,4,8.731416549789621,2.66,4,64-bit,95,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2009.25,45,232,4,8.731416549789621,2.66,4,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2009.25,45,305,4,8,3.06,8,64-bit,130,24,3,25.6
Legacy Intel® Core™ Processors,Desktop,2009.25,45,1,4,8,3.33,8,64-bit,130,24,3,25.6
Legacy Intel® Celeron® Processor,Desktop,2009.25,65,58,2,8.731416549789621,2.4,512,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2009,45,67,2,8.731416549789621,2.7,2,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Mobile,2009,45,310.6126932084309,2,8.731416549789621,2,1,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel Atom® Processors,Mobile,2009,45,310.6126932084309,1,8.731416549789621,1.66,512,32-bit,2.5,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2009,45,310.6126932084309,2,2,1.86,4,64-bit,80,144,3,19.2
Legacy Intel® Xeon® Processors,Server,2009,45,221,4,4,2,4,64-bit,80,144,3,19.2
Legacy Intel® Xeon® Processors,Server,2009,45,310.6126932084309,4,4,2.13,4,64-bit,80,144,3,19.2
Legacy Intel® Xeon® Processors,Server,2009,45,310.6126932084309,4,8,2.26,8,64-bit,80,144,3,25.6
Legacy Intel® Xeon® Processors,Server,2009,45,310.6126932084309,4,8,2.4,8,64-bit,80,144,3,25.6
Legacy Intel® Xeon® Processors,Server,2009,45,940,4,8,2.53,8,64-bit,80,144,3,25.6
Legacy Intel® Xeon® Processors,Server,2009,45,310.6126932084309,4,4,2.13,4,64-bit,60,144,3,19.2
Legacy Intel® Xeon® Processors,Server,2009,45,340,4,8.731416549789621,2.83,12,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Embedded,2009,45,403,2,4,2,8,64-bit,38,144,3,25.6
Legacy Intel® Xeon® Processors,Embedded,2009,45,504,4,8,2.13,8,64-bit,60,144,3,25.6
Legacy Intel® Xeon® Processors,Server,2009,45,310.6126932084309,4,8,2.26,8,64-bit,60,144,3,25.6
Legacy Intel® Xeon® Processors,Server,2009,45,305,4,8,2.66,8,64-bit,130,24,3,25.6
Legacy Intel® Xeon® Processors,Server,2009,45,594,4,8,2.93,8,64-bit,130,24,3,25.6
Legacy Intel® Xeon® Processors,Server,2009,45,310.6126932084309,4,8,3.2,8,64-bit,130,144,3,32
Legacy Intel® Xeon® Processors,Server,2009,45,310.6126932084309,4,8,2.66,8,64-bit,95,144,3,32
Legacy Intel® Xeon® Processors,Server,2009,45,1,4,8,3.2,8,64-bit,130,24,3,32
Legacy Intel® Xeon® Processors,Server,2009,45,310.6126932084309,4,8,2.8,8,64-bit,95,144,3,32
Legacy Intel® Xeon® Processors,Server,2009,45,562,4,8.731416549789621,3.16,12,64-bit,95,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2009,45,310.6126932084309,4,8,2.93,8,64-bit,95,144,3,32
Legacy Intel® Xeon® Processors,Server,2009,45,243,2,8.731416549789621,3,6,64-bit,45,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2009,45,310.6126932084309,2,8.731416549789621,2,2,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2009,45,310.6126932084309,2,8.731416549789621,2.2,2,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2009,45,310.6126932084309,2,8.731416549789621,1.6,3,64-bit,10,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2009,45,310.6126932084309,2,8.731416549789621,2.53,6,64-bit,25,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2009,45,310.6126932084309,2,8.731416549789621,2.13,6,64-bit,17,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2009,45,310.6126932084309,2,8.731416549789621,2.13,3,64-bit,25,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2009,45,125,2,8.731416549789621,2.93,3,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2009,45,232,4,8.731416549789621,2.33,4,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2009,45,364,4,8.731416549789621,2,6,64-bit,45,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2009,45,254,4,8.731416549789621,2.66,6,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2009,45,340,4,8.731416549789621,2.83,12,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2009,45,310.6126932084309,1,8.731416549789621,2.2,1,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Mobile,2008.75,65,310.6126932084309,2,8.731416549789621,2.16,1,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2008.75,65,310.6126932084309,2,8.731416549789621,2,2,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2008.75,45,310.6126932084309,2,8.731416549789621,2.66,6,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2008.75,45,310.6126932084309,2,8.731416549789621,2.93,6,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2008.75,45,310.6126932084309,2,8.731416549789621,2,3,64-bit,25,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2008.75,45,310.6126932084309,2,8.731416549789621,2.53,3,64-bit,25,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2008.75,45,310.6126932084309,2,8.731416549789621,2.66,6,64-bit,25,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2008.75,45,179,4,8.731416549789621,2.5,4,64-bit,95,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2008.75,45,555,4,8,2.93,8,64-bit,130,24,3,25.6
Legacy Intel® Core™ Processors,Desktop,2008.75,45,305,4,8,2.66,8,64-bit,130,24,3,25.6
Legacy Intel® Core™ Processors,Desktop,2008.75,45,990,4,8,3.2,8,64-bit,130,24,3,25.6
Legacy Intel® Celeron® Processor,Mobile,2008.75,65,310.6126932084309,2,8.731416549789621,1.83,1,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2008.75,65,310.6126932084309,2,8.731416549789621,1.66,1,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2008.5,45,72,2,8.731416549789621,2.5,2,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel Atom® Processors,Desktop,2008.5,45,310.6126932084309,2,8.731416549789621,1.6,1,64-bit,8,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2008.5,45,310.6126932084309,2,8.731416549789621,1.86,6,64-bit,20,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2008.5,45,1,4,8.731416549789621,2.13,8,64-bit,90,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2008.5,45,310.6126932084309,4,8.731416549789621,2.13,12,64-bit,90,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2008.5,45,202,4,8.731416549789621,2.66,6,64-bit,95,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2008.5,45,601,4,8.731416549789621,2.66,12,64-bit,50,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2008.5,45,2,4,8.731416549789621,2.4,16,64-bit,90,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2008.5,45,2,6,8.731416549789621,2.4,12,64-bit,90,122.35792439372325,2.6157112526539277,35.07890148212729
